,average_price_per_area,price,area,bedrooms,airconditioning,bathrooms,guestroom,prefarea,furnishingstatus
0,421.32075471698107,2233000,5300,3,1,1,0,1,0
1,471.4439655172414,3500000,7424,3,0,1,0,0,0
2,544.4444444444445,3773000,6930,4,0,1,0,0,0
3,573.0478589420655,2275000,3970,1,0,1,0,0,0
4,573.0994152046784,1960000,3420,5,0,1,0,0,0
5,592.9866036249015,3010000,5076,3,0,1,0,0,0
6,601.3745704467354,1750000,2910,3,0,1,0,0,0
7,615.7407407407408,3990000,6480,3,1,1,0,0,1
8,620.4013377926422,1855000,2990,2,0,1,0,0,0
9,651.595744680851,3675000,5640,2,0,1,0,0,1
10,651.7241379310345,2835000,4350,3,0,1,0,0,0
11,662.4484181568088,2408000,3635,2,0,1,0,0,0
12,677.4193548387096,3360000,4960,4,0,1,0,0,1
13,683.59375,2975000,4352,4,0,1,0,0,0
14,688.1355932203389,4060000,5900,4,0,2,0,0,0
15,711.6666666666666,2135000,3000,2,0,1,0,0,0
16,712.8571428571429,3493000,4900,3,0,1,0,0,0
17,723.3333333333334,3255000,4500,2,0,1,0,0,1
18,732.7823691460055,2660000,3630,3,0,3,1,0,0
19,736.3125,1767150,2400,3,0,1,0,0,1
20,745.3703703703703,3220000,4320,3,0,1,0,0,0
21,756.1728395061729,2450000,3240,2,0,1,1,0,0
22,790.2659307576517,3150000,3986,2,0,2,1,0,0
23,792.4528301886793,2520000,3180,3,0,1,0,0,0
24,793.3333333333334,3570000,4500,2,0,1,0,0,0
25,802.7522935779816,5250000,6540,4,1,2,0,0,1
26,803.2786885245902,2940000,3660,4,0,1,0,0,0
27,816.6666666666666,2940000,3600,3,0,1,0,0,0
28,828.2442748091604,3255000,3930,2,0,1,0,0,0
29,828.3333333333334,2485000,3000,3,0,1,0,0,1
30,844.8275862068965,2940000,3480,3,0,1,0,0,1
31,859.0909090909091,2835000,3300,3,0,1,0,0,1
32,875.0,2520000,2880,3,0,1,0,0,0
33,886.6666666666666,3990000,4500,3,1,2,0,0,1
34,890.5555555555555,4007500,4500,3,1,1,0,0,1
35,894.8453608247422,2604000,2910,2,0,1,0,0,0
36,900.0,3150000,3500,2,0,1,0,0,1
37,903.2258064516129,3360000,3720,2,1,1,0,0,0
38,933.3333333333334,2940000,3150,3,0,1,0,0,0
39,944.078947368421,2870000,3040,2,0,1,0,0,0
40,945.4022988505748,3290000,3480,4,0,1,0,0,1
41,952.3809523809524,4200000,4410,2,0,1,0,0,0
42,973.170731707317,3990000,4100,4,0,1,0,0,0
43,974.1100323624595,3010000,3090,3,0,1,0,0,1
44,1005.7471264367816,3500000,3480,3,1,1,0,0,0
45,1032.051282051282,3220000,3120,3,0,1,0,0,0
46,1038.3333333333333,3115000,3000,3,1,1,0,0,0
47,1050.0,4200000,4000,4,0,2,0,0,1
48,1073.8636363636363,2835000,2640,2,0,1,0,0,0
49,1083.8709677419354,3360000,3100,3,0,1,0,0,1
50,1088.888888888889,2940000,2700,2,0,1,0,0,0
51,1094.6502057613168,2660000,2430,3,0,1,0,0,0
52,1111.391129032258,4410000,3968,3,0,1,0,0,1
53,1144.6540880503144,3640000,3180,3,0,1,0,0,1
54,1148.7179487179487,2240000,1950,3,0,1,0,0,0
55,1158.888888888889,5215000,4500,4,1,2,0,0,1
56,1166.6666666666667,5600000,4800,5,0,2,0,0,0
57,1186.8589743589744,3703000,3120,3,0,1,0,0,1
58,1196.5811965811965,4900000,4095,3,1,1,1,0,1
59,1211.111111111111,3815000,3150,2,0,2,0,0,1
60,1239.106753812636,2275000,1836,2,0,1,0,0,1
61,1241.851851851852,3353000,2700,3,0,1,0,0,0
62,1277.19298245614,3640000,2850,3,0,2,0,1,0
63,1316.0,3290000,2500,2,1,1,0,0,0
64,1423.7288135593221,5040000,3540,2,0,1,1,0,1
65,1425.9259259259259,3080000,2160,3,0,1,0,0,1
66,1497.2222222222222,3773000,2520,5,1,2,0,0,0
67,1508.7976539589442,5145000,3410,3,1,1,0,0,1
68,1528.9406625409538,4200000,2747,4,0,2,0,0,1
69,1609.1954022988505,4200000,2610,4,0,3,0,0,1
70,1639.344262295082,3500000,2135,3,0,2,0,0,0
71,1770.0,4956000,2800,3,1,2,0,0,1
72,1806.4516129032259,4200000,2325,3,0,1,0,0,1
73,1909.0909090909092,3150000,1650,3,0,1,0,0,0
74,1950.6567270145545,5495000,2817,4,0,2,1,0,0
75,1963.2183908045977,4270000,2175,3,1,1,1,0,0
76,2278.215223097113,4340000,1905,5,0,1,0,0,1
